800,5,1,100,3,2.39367e-08,0.016881
1600,5,1,100,4,8.61136e-09,0.00609138
3200,5,1,100,5,2.23823e-10,0.000265191
6400,5,1,100,6,5.12132e-14,6.32537e-08
800,5,1,100,3,2.40621e-10,0.000287977
1600,5,1,100,4,8.61551e-11,7.15694e-05
3200,5,1,100,5,2.23824e-11,2.62434e-05
6400,5,1,100,6,5.12132e-12,6.30129e-06
800,5,1,100,3,2.40621e-10,0.000287893
80,5,1,10,3,5.14227e-11,2.87528e-05
80,3,1,10,3,1.14116e-08,2.89073e-05
80,3,1,10,3,1.14116e-08,2.59862e-05
80,3,1,10,3,1.14116e-08,2.9365e-05
160,3,1,10,4,3.67231e-09,7.18932e-06
80,3,1,10,3,1.14116e-08,2.5374e-05
80,3,1,10,3,1.14116e-08,2.48658e-05
80,3,1,10,3,1.14116e-08,3.06033e-05
80,3,1,10,3,1.14116e-08,2.73717e-05
80,3,1,10,3,1.14116e-08,3.80448e-05
80,3,1,10,3,1.14116e-08,2.27728e-05
80,4,1,10,3,6.81135e-10,2.75921e-05
80,4,1,10,3,6.81135e-10,3.33719e-05
80,4,1,10,3,6.81135e-10,3.0631e-05
80,4,1,10,3,6.81135e-10,3.56501e-05
80,4,1,10,3,6.81135e-10,3.52319e-05
80,4,1,10,3,6.81135e-10,3.74108e-05
80,4,1,10,3,6.81135e-10,3.2961e-05
80,4,1,10,3,6.81135e-10,2.9507e-05
160,4,1,20,3,1.13165e-09,6.72964e-05
160,4,1,20,3,1.13165e-09,6.27766e-05
320,4,1,40,3,1.6636e-09,0.000178816
80,4,1,10,3,6.81135e-10,4.61427e-05
80,4,1,10,3,6.81135e-10,3.66973e-05
80,4,1,10,3,6.81135e-10,3.238e-05
80,4,1,10,3,6.81135e-10,3.68838e-05
80,4,1,10,3,6.81135e-10,3.57127e-05
80,4,1,10,3,6.81135e-10,3.21828e-05
80,4,1,10,3,7.66649e-10,5.89291e-10
80,4,1,10,3,7.66649e-10,4.66226e-10
80,4,1,10,3,6.81135e-10,3.39925e-05
80,4,1,10,3,6.81135e-10,3.54003e-05
80,4,1,10,3,6.81135e-10,3.53526e-05
80,4,1,10,3,7.66649e-10,5.32487e-10
80,4,1,10,3,6.81135e-10,3.62421e-05
80,4,1,10,3,7.66649e-10,2.37543e-10
80,4,1,10,3,7.66649e-10,5.6188e-10
80,4,1,10,3,7.66649e-10,6.24138e-10
80,4,1,10,3,7.66649e-10,5.78749e-10
80,4,1,10,3,7.66649e-10,3.11476e-10
80,4,1,10,3,7.66649e-10,5.96499e-10
80,4,1,10,3,6.81135e-10,3.48405e-05
80,4,1,10,3,6.81135e-10,3.39228e-05
80,4,1,10,3,6.81135e-10,3.92737e-10
80,4,1,10,3,6.81135e-10,5.21871e-10
800,5,1,100,3,2.40621e-10,1.30363e-09
800,5,1,100,3,2.40621e-10,1.16533e-09
1600,5,1,100,4,8.61551e-11,6.09589e-07
3200,5,1,100,5,2.23824e-11,7.61743e-07
800,5,1,100,3,2.40621e-10,1.10589e-09
1600,5,1,100,4,8.61551e-11,6.99722e-05
80,5,1,10,3,5.14227e-11,4.72714e-11
160,5,1,10,4,1.97641e-11,5.11506e-08
320,5,1,10,5,5.42148e-12,6.43916e-08
80,5,1,10,3,5.35417e-11,1.90938e-11
160,5,1,10,4,2.2331e-11,7.85959e-12
320,5,1,10,5,6.37688e-12,3.34436e-12
80,5,1,10,3,5.14227e-11,3.74938e-11
160,5,1,10,4,1.97641e-11,4.96192e-08
320,5,1,10,5,5.42148e-12,5.15432e-08
80,5,1,10,3,5.14227e-11,4.62001e-05
80,5,1,10,3,5.14227e-11,4.83749e-05
80,5,1,10,3,5.14227e-11,4.61391e-05
80,5,1,10,3,5.14227e-11,4.5698e-05
80,5,1,10,3,5.14227e-11,4.48312e-05
80,5,1,10,3,5.35417e-11,4.69267e-05
80,5,1,10,3,5.14227e-11,4.58273e-05
80,5,1,10,3,5.14227e-11,4.85684e-05
80,5,1,10,3,5.14227e-11,1.74172e-11
80,5,1,10,3,5.14227e-11,4.49817e-05
80,5,1,10,3,5.14227e-11,5.61774e-11
80,5,1,10,3,5.35417e-11,2.9657e-11
80,5,1,10,3,5.35417e-11,3.24702e-11
160,5,1,10,4,2.2331e-11,8.89389e-12
320,5,1,10,5,6.37688e-12,3.63185e-12
80,5,1,10,3,5.35417e-11,3.82451e-11
160,5,1,10,4,2.2331e-11,1.16527e-11
320,5,1,10,5,6.37688e-12,3.58685e-12
1600,5,1,100,4,9.79203e-11,1.42189e-10
1600,5,2,100,4,3.56951e-11,5.7639e-11
3200,5,1,100,5,2.64652e-11,3.53103e-11
800,5,1,100,3,2.50299e-10,0.000459261
1600,5,1,100,4,9.79203e-11,1.32185e-10
800,5,1,100,3,2.50299e-10,0.000461536
800,5,1,100,3,2.50299e-10,0.000463877
160,5,1,20,3,1.0231e-10,5.28813e-11
320,5,1,40,3,1.55254e-10,1.66432e-10
640,5,1,80,3,2.23409e-10,0.000363163
640,10,1,80,3,6.7046e-16,8.66769e-15
640,6,1,80,3,1.80067e-11,0.000367845
640,7,1,80,3,1.34475e-12,0.000370273
